ID,prompt,URL firefly,URL midjourney,URL Dall.e 2,URL Glide,URL Stable Diffusion 1.*,URL Stable Diffusion 2.1,URL Stable Diffusion XL,URL Dall.e 3,N categories,N aes,cat 1,cat 2,cat 3,Aesthetic 1,Aesthetic 2,Aesthetic 3,"Scale (SD, Glide)",Temp (glide),md ver,md chaos,md raw,md stylize,md ar,,sd 1.x model,ff style 1,ff style 2,ff style 3,ff style 4,ff color,ff lighting,ff composition,ff aspectRatio,ff modelVersion,ff prompt text,ff command,sdxl res index,sd2 resolution,sdxl W,sdxl H,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guider vanilla scale,sdxl use refiner,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner vanilla scale,sdxl refiner finish denoising
0493,"A dark and moody photo of a beach landscape, the stormy skies and rough seas adding drama, shot in low light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/493.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/493.png,1,1,<Beach landscapes> ,,,<dark and moody> ,,,4.333562938,0.997,5.2,0,TRUE,62,1491:1250,#REF!,1-1,,,,,,low_lighting,shot_from_below,portrait,2,A+dark+and+moody+photo+of+a+beach+landscape%2C+the+stormy+skies+and+rough+seas+adding+drama%2C+shot+in+low+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+dark+and+moody+photo+of+a+beach+landscape%2C+the+stormy+skies+and+rough+seas+adding+drama%2C+shot+in+low+light%2C+cool+tones.&modelVersion=v2&aspectRatio=portrait&style=low_lighting&style=shot_from_below,14,512,1088,896,47,EulerAncestralSampler,IdentityGuider,,TRUE,40,EulerEDMSampler,IdentityGuider,,FALSE
0494,"An action-packed photo of a martial arts competition, the athletes' movements captured mid-air, shot under artificial light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/494.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/494.png,1,0,"<Sport photography of different sports in competitions, training sessions or friendly plays> ",,,,,,6.558044107,0.999,5.1,65,FALSE,42,3009:2500,#REF!,1-3,made_of_metal,,,,,studio_light,macrophotography,widescreen,1,An+action-packed+photo+of+a+martial+arts+competition%2C+the+athletes'+movements+captured+mid-air%2C+shot+under+artificial+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+action-packed+photo+of+a+martial+arts+competition%2C+the+athletes'+movements+captured+mid-air%2C+shot+under+artificial+light%2C+cool+tones.&modelVersion=v1&aspectRatio=widescreen&style=made_of_metal&style=studio_light&style=macrophotography,24,512,1600,640,39,DPMPP2SAncestralSampler,VanillaCFG,4.757351498,FALSE,,,,,
0495,"A bloomcore photo of a lighthouse on a harbor, flowers in the foreground adding color, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/495.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/495.png,1,1,<Photos of lighthouses or harbours> ,,,<bloomcore> ,,,6.910699539,0.999,5.2,21,FALSE,5,11683:10000,#REF!,1-2,divine,,,,,backlighting,,square,2,A+bloomcore+photo+of+a+lighthouse+on+a+harbor%2C+flowers+in+the+foreground+adding+color%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+bloomcore+photo+of+a+lighthouse+on+a+harbor%2C+flowers+in+the+foreground+adding+color%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=square&style=divine&style=backlighting,12,768,1024,960,38,LinearMultistepSampler,VanillaCFG,5.669820675,TRUE,39,HeunEDMSampler,IdentityGuider,,FALSE
0496,"A serene photo of a cloud formation, the fluffy clouds resembling a painting, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/496.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/496.png,1,0,"<Photos of cloud formations of different shapes, rainbows> ",,,,,,5.448507534,0.999,5,0,FALSE,44,625:661,#REF!,1-4,science_fiction,,,,vibrant_colors,golden_hour,macrophotography,landscape,1,A+serene+photo+of+a+cloud+formation%2C+the+fluffy+clouds+resembling+a+painting%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+serene+photo+of+a+cloud+formation%2C+the+fluffy+clouds+resembling+a+painting%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=landscape&style=science_fiction&style=vibrant_colors&style=golden_hour&style=macrophotography,24,768,1600,640,41,EulerEDMSampler,VanillaCFG,6.50510627,TRUE,47,DPMPP2MSampler,VanillaCFG,4.442620179,FALSE
0497,"A renaissance-inspired, modernist photo of a birthday party, the guests in period clothing and elaborate cake making for a unique scene, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/497.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/497.png,1,2,<Birthday party photos> ,,,<Renaissance-inspired> ,<Modernist> ,,6.811356525,0.996,5,50,FALSE,110,3999:2000,#REF!,1-2,,,,,,,,square,2,A+renaissance-inspired%2C+modernist+photo+of+a+birthday+party%2C+the+guests+in+period+clothing+and+elaborate+cake+making+for+a+unique+scene%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+renaissance-inspired%2C+modernist+photo+of+a+birthday+party%2C+the+guests+in+period+clothing+and+elaborate+cake+making+for+a+unique+scene%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=square,1,512,704,1408,40,EulerAncestralSampler,IdentityGuider,,TRUE,37,DPMPP2MSampler,VanillaCFG,5.10628485,TRUE
0498,"An eclectic photo of a close-up of machinery parts, the complex details creating an abstract pattern, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/498.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/498.png,1,1,"<Macro of machinery, tech items or food ingredients> ",,,<Eclectic> ,,,7.211939648,1,5.1,50,FALSE,100,625:1073,#REF!,1-4,iridescent,,,,,,blurry_background,widescreen,2,An+eclectic+photo+of+a+close-up+of+machinery+parts%2C+the+complex+details+creating+an+abstract+pattern%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+eclectic+photo+of+a+close-up+of+machinery+parts%2C+the+complex+details+creating+an+abstract+pattern%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v2&aspectRatio=widescreen&style=iridescent&style=blurry_background,1,768,704,1408,41,EulerEDMSampler,IdentityGuider,,TRUE,40,LinearMultistepSampler,VanillaCFG,4.635845646,FALSE
0499,"A cinematic selfie, the lighting and angle giving the impression of a film still, shot under artificial light, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/499.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/499.png,1,1,<Selfies> ,,,<cinematic> ,,,7.868047902,0.997,5.2,87,TRUE,100,10000:8579,#REF!,1-2,,,,,,,,portrait,2,A+cinematic+selfie%2C+the+lighting+and+angle+giving+the+impression+of+a+film+still%2C+shot+under+artificial+light%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+cinematic+selfie%2C+the+lighting+and+angle+giving+the+impression+of+a+film+still%2C+shot+under+artificial+light%2C+cool+tones.&modelVersion=v2&aspectRatio=portrait,22,768,1472,704,38,EulerAncestralSampler,VanillaCFG,4.589102525,TRUE,38,LinearMultistepSampler,IdentityGuider,,FALSE
0500,"A documentary, preppy, tropical photo of a beach landscape, the daily life of beach-goers captured in detail, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/500.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/500.png,1,3,<Beach landscapes> ,,,<documentary> ,<Preppy> ,<Tropical> ,6.055632955,0.999,5.2,31,FALSE,172,17843:10000,#REF!,1-3,,,,,,,shot_from_above,landscape,1,A+documentary%2C+preppy%2C+tropical+photo+of+a+beach+landscape%2C+the+daily+life+of+beach-goers+captured+in+detail%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+documentary%2C+preppy%2C+tropical+photo+of+a+beach+landscape%2C+the+daily+life+of+beach-goers+captured+in+detail%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v1&aspectRatio=landscape&style=shot_from_above,12,768,1024,960,46,DPMPP2MSampler,IdentityGuider,,TRUE,34,DPMPP2MSampler,IdentityGuider,,TRUE
0501,"A dramatic photo of a mountain range, the rugged peaks and valleys captured in sharp detail, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/501.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/501.png,1,0,<Mountain ranges> ,,,,,,8.69279535,0.995,5.1,0,FALSE,151,2523:2000,#REF!,1-4,,,,,cool_colors,,,square,1,A+dramatic+photo+of+a+mountain+range%2C+the+rugged+peaks+and+valleys+captured+in+sharp+detail%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+dramatic+photo+of+a+mountain+range%2C+the+rugged+peaks+and+valleys+captured+in+sharp+detail%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=square&style=cool_colors,16,512,1152,832,33,DPMPP2MSampler,VanillaCFG,2.932855692,TRUE,42,HeunEDMSampler,IdentityGuider,,FALSE
0502,"A contrasting photo of a lush garden in the foreground and a desert landscape in the background, moss-covered rocks adding texture, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/502.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/502.png,3,0,<Photos of gardens or parks> ,<Desert landscapes> ,"<Photos of moss or lichen (in caves, forests, or other natural habitats, or on buildings)> ",,,,8.552374544,0.996,5.1,0,TRUE,40,537:625,#REF!,1-4,maximalism,,,,,studio_light,,landscape,1,A+contrasting+photo+of+a+lush+garden+in+the+foreground+and+a+desert+landscape+in+the+background%2C+moss-covered+rocks+adding+texture%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+contrasting+photo+of+a+lush+garden+in+the+foreground+and+a+desert+landscape+in+the+background%2C+moss-covered+rocks+adding+texture%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v1&aspectRatio=landscape&style=maximalism&style=studio_light,18,768,1280,768,43,LinearMultistepSampler,VanillaCFG,5.213317865,TRUE,38,HeunEDMSampler,VanillaCFG,4.75212296,TRUE
0503,"A detailed macro photo of a small insect on a flower, the intricate details of the insect and flower captured in sharp focus, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/503.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/503.png,1,0,"<Nature macro photography (flowers, plants, fruits, insects, small animals)> ",,,,,,2.818169645,0.995,5.1,0,TRUE,100,500:873,#REF!,1-4,bokeh,,,,,studio_light,,widescreen,1,A+detailed+macro+photo+of+a+small+insect+on+a+flower%2C+the+intricate+details+of+the+insect+and+flower+captured+in+sharp+focus%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+detailed+macro+photo+of+a+small+insect+on+a+flower%2C+the+intricate+details+of+the+insect+and+flower+captured+in+sharp+focus%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=widescreen&style=bokeh&style=studio_light,26,512,1728,576,48,DPMPP2MSampler,VanillaCFG,6.971577667,TRUE,44,DPMPP2SAncestralSampler,VanillaCFG,4.768717323,FALSE
0504,"A cozy photo of a treehouse covered in snow, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/504.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/504.png,2,0,<Photos of treehouses or unusual homes> ,"<Winter wonderland scenes, snow or ice landscapes, Christmas street scenes> ",,,,,6.653878284,0.999,5,0,FALSE,79,10000:18033,#REF!,1-1,,,,,cool_colors,,,landscape,2,A+cozy+photo+of+a+treehouse+covered+in+snow%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+cozy+photo+of+a+treehouse+covered+in+snow%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v2&aspectRatio=landscape&style=cool_colors,11,512,1024,1024,35,EulerEDMSampler,VanillaCFG,6.433621359,FALSE,,,,,
0505,"An abstract photo of children studying, their books and stationery arranged in an unusual pattern, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/505.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/505.png,2,0,<Abstract photography> ,<Children studying or reading> ,,,,,3.155828249,0.995,5,0,FALSE,100,14033:10000,#REF!,1-2,simple,,,,cool_colors,,closeup,portrait,2,An+abstract+photo+of+children+studying%2C+their+books+and+stationery+arranged+in+an+unusual+pattern%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+abstract+photo+of+children+studying%2C+their+books+and+stationery+arranged+in+an+unusual+pattern%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=portrait&style=simple&style=cool_colors&style=closeup,9,512,960,1088,46,EulerAncestralSampler,VanillaCFG,2.51364383,FALSE,,,,,
0506,"A steampunk, artistic, mosscore photo of a city street scene with an abandoned building in the background, moss adding texture, shot in bright daylight, cool tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/506.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/506.png,2,3,<City street scenes> ,<Photos of abandoned buildings and ruins> ,,<Steampunk> ,<Artistic> ,<mosscore> ,2.817917994,0.997,5.1,79,TRUE,170,10000:9127,#REF!,1-3,,,,,,golden_hour,,square,1,A+steampunk%2C+artistic%2C+mosscore+photo+of+a+city+street+scene+with+an+abandoned+building+in+the+background%2C+moss+adding+texture%2C+shot+in+bright+daylight%2C+cool+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+steampunk%2C+artistic%2C+mosscore+photo+of+a+city+street+scene+with+an+abandoned+building+in+the+background%2C+moss+adding+texture%2C+shot+in+bright+daylight%2C+cool+tones.&modelVersion=v1&aspectRatio=square&style=golden_hour,11,512,1024,1024,27,EulerEDMSampler,IdentityGuider,,FALSE,,,,,
0507,"A vibrant photo of a multicultural meal with a hiking trail in the background, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/507.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/507.png,2,0,"<Photos of different types and cultures of meals (breakfast, lunch, dinner, Chinese dinner, Japanese lunch, African food, etc)> ",<Photos of hiking trails or footpaths> ,,,,,2.829084158,0.995,5,80,FALSE,166,10000:10769,#REF!,1-1,nostalgic,,,,pastel_colors,golden_hour,shot_from_above,square,2,A+vibrant+photo+of+a+multicultural+meal+with+a+hiking+trail+in+the+background%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+vibrant+photo+of+a+multicultural+meal+with+a+hiking+trail+in+the+background%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=square&style=nostalgic&style=pastel_colors&style=golden_hour&style=shot_from_above,3,768,768,1344,37,EulerAncestralSampler,VanillaCFG,6.397525154,TRUE,39,DPMPP2SAncestralSampler,VanillaCFG,1.317300422,FALSE
0508,"An eclectic abstract photo featuring unusual shapes and colors, shot in bright daylight, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/508.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/508.png,1,1,<Abstract photography> ,,,<Eclectic> ,,,7.163363578,1,5,30,FALSE,100,1781:2500,#REF!,1-1,iridescent,psychedelic,,,muted,backlighting,,widescreen,2,An+eclectic+abstract+photo+featuring+unusual+shapes+and+colors%2C+shot+in+bright+daylight%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=An+eclectic+abstract+photo+featuring+unusual+shapes+and+colors%2C+shot+in+bright+daylight%2C+warm+tones.&modelVersion=v2&aspectRatio=widescreen&style=iridescent&style=psychedelic&style=muted&style=backlighting,11,512,1024,1024,41,LinearMultistepSampler,VanillaCFG,1.307265989,TRUE,37,DPMPP2MSampler,VanillaCFG,9.008873854,TRUE
0509,"A traditional photo of a theater stage, the elaborate set and costumes adding drama, shot under artificial light, warm tones.",boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/firefly/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/midjourney/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle2/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/glide/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-1/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-2/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/stable-diffusion-xl/509.png,boucantrin.ovh.hw.ipol.im/static/quentin/newsynth/dalle3/509.png,1,1,<Theater or stage shots> ,,,<Traditional> ,,,4.476181228,0.997,5.2,57,TRUE,100,10000:6729,#REF!,1-2,,,,,,,macrophotography,portrait,2,A+traditional+photo+of+a+theater+stage%2C+the+elaborate+set+and+costumes+adding+drama%2C+shot+under+artificial+light%2C+warm+tones.,https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=A+traditional+photo+of+a+theater+stage%2C+the+elaborate+set+and+costumes+adding+drama%2C+shot+under+artificial+light%2C+warm+tones.&modelVersion=v2&aspectRatio=portrait&style=macrophotography,5,768,832,1216,51,DPMPP2MSampler,VanillaCFG,2.348068241,FALSE,,,,,
